Test Case ID|TC Author|Desc of TC|Expected outcome|Status|Test Mode|Scenarios|
sc1.3.1_l1_132|evlach|Presentational element small where its presentation characteristic is purely decorative and conveys no meaning at all.|pass|accepted QA|experts|0|
sc1.3.1_l1_133|evlach|CSS used for presentation characteristics that are purely decorative (i.e. not conveying meaning or relationships)|pass|accepted QA|experts|0|
sc1.3.1_l1_134|evlach|CSS used to create a presentation that conveys information (without appropriate semantic markup)|fail|accepted QA|experts|0|
sc1.3.1_l1_135|evlach|Document using CSS to enhance the presentation of semantic markup|pass|accepted QA|experts|0|
sc1.3.1_l1_136|evlach|Document using semantic markup used incorrectly. Abbreviation description should appear in title attribute.|fail|accepted QA|experts|0|
sc1.3.1_l1_137|evlach|Presentational element font where its presentation characteristic is used to convey information and/or relationship.|fail|accepted QA|experts|0|
sc1.3.1_l1_138|evlach|Presentational element font is purely decorative and conveys no meaning at all.|pass|accepted QA|experts|0|
sc1.3.1_l1_139|evlach|CSS used for presentation characteristics that are purely decorative (i.e. not conveying meaning or relationships)|pass|accepted QA|experts|0|
sc1.3.1_l1_140|evlach|CSS used to create a presentation that conveys information (without appropriate semantic markup)|fail|accepted QA|experts|0|
sc1.3.1_l1_141|evlach|CSS used to enhance the presentation of semantic markup|pass|accepted QA|experts|0|
sc1.3.1_l1_142|evlach|Incorrect use of semantic tag used to convey information. Insert element should inform about insertion of a fragment ("more").|fail|accepted QA|experts|0|
sc1.3.1_l1_143|evlach|Presentational element tt where its presentation characteristic is used to convey information and/or relationship.|fail|accepted QA|experts|0|
sc1.3.1_l1_144|evlach|Presentational element tt where its presentation characteristic is purely decorative and conveys no meaning at all.|pass|accepted QA|experts|0|
sc1.3.1_l1_145|evlach|CSS used for presentation characteristics that are purely decorative (i.e. not conveying meaning or relationships)|pass|accepted QA|experts|0|
sc1.3.1_l1_146|evlach|CSS used to create a presentation that conveys information (without appropriate semantic markup).|fail|accepted QA|experts|0|
sc1.3.1_l1_147|evlach|CSS used to enhance the presentation of semantic markup|pass|accepted QA|experts|0|
sc1.3.1_l1_148|evlach|Incorrect use of semantic tag used to convey information. The semantic tag should contain only the Java variable ("args").|fail|accepted QA|experts|0|
sc1.3.2_l1_001|Christophe.Strobbe|A page with a form that has two fieldsets. The first fieldset contains a group of radio buttons, and the user is required to make a choice (there is no default). Instructions above the form explain that required fields have labels in red. The red text for the first fieldset is created by means of CSS and does not include a textual or character cue to tell the user that the field is required, so it is very difficult for users of current screen reader to find out which form fields are required. The form relies on the user's ability to recognize red text.|fail|accepted by first validators|oneExpert|0|
sc1.3.2_l1_002|Christophe.Strobbe|A page with a form that has two fieldsets. The first fieldset contains a group of radio buttons, and the user is required to make a choice (there is no default). Instructions above the form explain that required fields have labels in red and contain the text "required field". The red text for the first fieldset is created by means of CSS and includes a textual cue ("required field") to tell the user that the field is required, so it is possible for users of current screen reader to find out which form fields are required. The form does not rely on the user's ability to recognize red text.|pass|accepted for end user evaluation|experts|4|
sc1.3.2_l1_003|Christophe.Strobbe|A page with a form that has two fieldsets. The first fieldset contains a group of radio buttons, and the user is required to make a choice (there is no default). Instructions above the form explain that required fields have labels in red. The red text for the first fieldset is created by means of CSS and does includes a character cue ("**") to tell the user that the field is required, so it is possible for users of current screen reader to find out which form fields are required. The form does not rely on the user's ability to recognize red text.|pass|accepted by first validators|oneExpert|0|
sc1.3.2_l1_004|evlach|Document containing an i (italic) element to denote emphasis.|fail|accepted QA|oneExpert|0|
sc1.3.2_l1_005|evlach|Document containing an em element to denote emphasis.|pass|accepted QA|oneExpert|0|
sc1.3.2_l1_006|evlach|Document containing a strong element to denote emphasis.|pass|accepted QA|oneExpert|0|
sc1.3.3_l1_001|johannes.koch|XHTML page with content arranged in two paragraphs.|pass|accepted QA|oneExpert|0|
sc1.3.3_l1_002|johannes.koch|XHTML page with content arranged in two list items with a paragraph preceding the list. The visual sequence of the paragraph elements is changed with CSS.|fail|accepted by both validators|oneExpert|2|
sc1.3.3_l1_003|christophe.strobbe|A document with an excerpt of Shakespeare's play Henry V with the corresponding part of Schlegel's translation of the play. The English text and the German translation are presented side by side in a table; there is one row per speech and there are two table cells per row, with the English text in the cell on the left and the German translation in the cell on the right. So the sequence is: English speech, German translation, English speech, German translation, etcetera, instead of providing the whole dialogue in English followed by the German translation of the dialogue.|pass|accepted for end user evaluation|experts|2|
sc1.3.3_l1_004|christophe.strobbe|This is a test case the sequence in which content can be arranged in a page. In this test, an excerpt from Shakespeare's Henry V and its German translation are juxtaposed in a table, and each speech is in a separate table cell, so that the sequence is: English speech, German translation, English speech, German translation, etcetera. However, the CSS stylesheet switches the English text and the German translation, but not the column headings. (In a browser with good CSS support, the columns with the text and translation are transposed. In Internet Explorer 6 and earlier, this effect does not work as intended.)|fail|accepted for end user evaluation|enduser|2|
sc1.3.3_l1_005|johannes.koch|A paragraph containing several words. To emphasize a word, whitespace characters are inserted between the letters. (See WCAG 2.0 failure F32)|fail|accepted QA|oneExpert|0|
sc1.3.3_l1_006|johannes.koch|A layout table is used to rearrange content in a document so that the meaning is changed when the table is linearized. (See WCAG 2.0 techniques F49)|fail|accepted by first validators|oneExpert|2|
sc1.3.4_l2_001|evlach|Document containing a non-semantic element (span) that is visually emphasised by means of CSS.|fail|draft|oneExpert|0|
sc1.3.4_l2_002|evlach|Document containing a semantic element (em) that is visually emphasised by means of CSS.|pass|draft|oneExpert|0|
sc1.3.5_l2_001|johannes.koch|Document containing two lines of two buttons each. Text is referring to the "lower right button labelled OK".|pass|accepted QA|oneExpert|0|
sc1.3.5_l2_002|johannes.koch|Document containing two lines of two buttons each. Text is referring to the "lower right button".|fail|accepted QA|oneExpert|0|
sc1.3.5_l2_003|johannes.koch|Document containing a line of two buttons. Text is referring to the "bigger button labelled OK".|pass|accepted QA|oneExpert|0|
sc1.3.5_l2_004|johannes.koch|Document containing a line of two buttons. Text is referring to the "bigger button".|fail|accepted QA|oneExpert|0|
sc1.3.5_l2_005|johannes.koch|Document containing a line of two buttons. Text is referring to the "round button labelled OK".|pass|accepted QA|oneExpert|0|
sc1.3.5_l2_006|johannes.koch|Document containing a line of two buttons. Text is referring to the "round button".|fail|accepted QA|oneExpert|0|
sc1.3.5_l2_007|johannes.koch|Document containing a list with three items, each item consisting of a "checked" or "unchecked" glyph marked up as an abbreviation with expansion and a person's name.|pass|accepted QA|oneExpert|0|
sc1.3.5_l2_008|johannes.koch|Document containing a list with three items, each item consisting of a "checked" or "unchecked" glyph and a person's name.|fail|accepted QA|oneExpert|0|
sc1.4.1_l2_001|johannes.koch|Document containing text on a background image specified via CSS.|pass|accepted QA|oneExpert|0|
sc1.4.1_l2_002|johannes.koch|Document containing text on a background colour specified via CSS.|pass|accepted QA|oneExpert|0|
sc1.4.1_l2_003|johannes.koch|Document containing text on a background text.|fail|accepted QA|experts|0|
sc1.4.1_l2_004|johannes.koch|Document containing a diagram on a background image.|fail|accepted QA|oneExpert|0|
sc1.4.1_l2_005|johannes.koch|Document containing a diagram on a background colour.|fail|accepted QA|oneExpert|0|
sc1.4.1_l2_006|johannes.koch|Document containing a diagram on a background text.|fail|accepted QA|oneExpert|0|
sc1.4.1_l2_007|johannes.koch|Document containing text on a background image.|pass|accepted QA|oneExpert|0|
sc1.4.1_l2_008|johannes.koch|Document containing a diagram on a background image.|fail|accepted QA|oneExpert|0|
sc1.4.1_l2_009|johannes.koch|Document containing text on a background colour.|pass|accepted QA|oneExpert|0|
sc1.4.1_l2_010|johannes.koch|Document containing diagram on a background colour.|fail|accepted QA|oneExpert|0|
sc1.4.1_l2_011|johannes.koch|Document with color, but no background-color defined by CSS (see WCAG 2.0 Techniques F24).|fail|accepted QA|automatic|0|
sc1.4.1_l2_012|johannes.koch|Document with background-color, but no color defined by CSS (see WCAG 2.0 Techniques F24).|fail|accepted QA|automatic|0|
sc1.4.1_l2_013|johannes.koch|Document with color, but no background-color defined by HTML (see WCAG 2.0 Techniques F24).|fail|accepted QA|automatic|0|
sc1.4.1_l2_014|johannes.koch|Document with background-color, but no color defined by HTML (see WCAG 2.0 Techniques F24).|fail|accepted QA|automatic|0|
sc1.4.1_l2_015|johannes.koch|Document without color and background-color (see WCAG 2.0 Techniques H21).|pass|accepted QA|automatic|0|
sc1.4.1_l2_016|johannes.koch|Document containing text on a background image specified via CSS.|fail|accepted QA|oneExpert|0|
sc1.4.1_l2_017|johannes.koch|Document containing text on a background image specified via CSS.|fail|accepted QA|oneExpert|0|
sc1.4.1_l2_018|johannes.koch|Document containing text on a background image.|fail|accepted QA|oneExpert|0|
sc1.4.1_l2_019|johannes.koch|Document containing text on a background colour.|fail|accepted QA|oneExpert|0|
sc1.4.2_l2_001|johannes.koch|Document containing a reference to sound via the proprietary bgsound element.|pass|accepted for end user evaluation|experts|10|
sc1.4.2_l2_002|johannes.koch|Document containing a reference to sound via the object element.|fail|accepted QA|experts|15|
sc1.4.2_l2_003|johannes.koch|Document containing reference to sound via the object element being inserted via scripting.|fail|accepted QA|oneExpert|5|
sc1.4.2_l2_004|johannes.koch|Document containing a reference to sound via the object element being inserted via scripting plus a stop button.|pass|accepted QA|oneExpert|0|
sc1.4.3_l3_001|johannes.koch|Document containing text on a background image specified via CSS.|pass|accepted QA|oneExpert|0|
sc1.4.3_l3_002|johannes.koch|Document containing text on a background image specified via CSS.|fail|accepted QA|oneExpert|0|
sc1.4.3_l3_003|johannes.koch|Document containing text on a background colour specified via CSS.|pass|accepted QA|oneExpert|0|
sc1.4.3_l3_004|johannes.koch|Document containing text on a background colour specified via CSS.|fail|accepted QA|oneExpert|0|
sc1.4.3_l3_005|johannes.koch|Document containing text on a background image specified via HTML.|pass|accepted QA|oneExpert|0|
sc1.4.3_l3_006|johannes.koch|Document containing text on a background image specified via HTML.|fail|accepted QA|oneExpert|0|
sc1.4.3_l3_007|johannes.koch|Document containing text on a background colour specified via HTML.|pass|accepted QA|oneExpert|0|
sc1.4.3_l3_008|johannes.koch|Document containing text on a background colour specified via HTML.|fail|accepted QA|oneExpert|0|
sc1.4.4_l3_001|Daniela.Ortner|Document containing a link to an audio file with foreground speaker and background sound. The background sound is louder than the foreground speaker.|fail|accepted for end user evaluation|experts|2|
sc1.4.4_l3_002|Daniela.Ortner|Document containing a link to an audio file with foreground speaker and background sound. The foreground speaker is louder than the background sound.|pass|accepted for end user evaluation|enduser|2|
sc1.4.4_l3_003|Daniela.Ortner|Document containing a link to an audio file with foreground speaker.|pass|accepted QA|experts|0|
sc1.4.4_l3_004|Daniela.Ortner|Document containing text and a multimedia object. The multimedia starts automatically and plays background noise, the text should be read by a screenreader.|fail|accepted by first validators|enduser|2|
sc1.4.4_l3_005|Daniela.Ortner|Document containing text and a multimedia object. The multimedia starts automatically and plays background noise, the text should be read with a screenreader.|pass|accepted by first validators|experts|5|
sc1.4.4_l3_006|Daniela.Ortner|Document containing a link to an audio file with foreground speaker, background sound and occasional sound effects. The foreground speaker is louder than the background sound.|pass|accepted for end user evaluation|experts|2|
sc1.4.4_l3_007|Daniela.Ortner|Document containing multimedia with background sound and text to be read by a screenreader. A 'stop'-button removes the background sound.|pass|accepted by first validators|enduser|5|
sc1.4.4_l3_008|Daniela.Ortner|Document containing text (should be read by a screenreader) and a multimedia object with high background audio level. Testcases sc1.4.4_l3_008-sc1.4.4_l3_010 differ in the way the multimedia object has been included. The multimedia object is hidden, no possibility to turn off the sound via programmed user interface is given.The non XHTML standard embed element plays the background sound.|fail|accepted by first validators|enduser|5|
sc1.4.4_l3_009|Daniela.Ortner|Document containing text (should be read by a screenreader) and a multimedia object with high background audio level. Testcases sc1.4.4_l3_008-sc1.4.4_l3_010 differ in the way the multimedia object has been included. The multimedia object is hidden, no possibility to turn off the sound via programmed user interface is given.|fail|accepted by first validators|enduser|5|
sc1.4.4_l3_010|Daniela.Ortner|Document containing text (should be read by a screenreader) and a multimedia object with high background audio level. Testcases sc1.4.4_l3_008-sc1.4.4_l3_010 differ in the way the multimedia object has been included. The multimedia object is hidden, no possibility to turn off the sound via programmed user interface is given.|fail|accepted by first validators|enduser|5|
sc2.1.1_l1_001|evlach|Document containing input elements with no accesskey to allow rapid keyboard access.|fail|accepted QA|oneExpert|0|
sc2.1.1_l1_002|evlach|Document containing input elements with an accesskey to allow rapid keyboard access.|pass|accepted QA|automatic|0|
sc2.1.1_l1_003|evlach|Document containing client side image maps with no accesskey to allow rapid keyboard access.|fail|accepted QA|automatic|0|
sc2.1.1_l1_004|evlach|Document containing client side image maps with an accesskey to allow rapid keyboard access.|pass|accepted QA|automatic|0|
sc2.1.1_l1_005|evlach|Document containing a server-side image map with no redundant text links for each active region. There are three active regions, covered by the words "Home", "News" and "Services".|fail|accepted QA|oneExpert|0|
sc2.1.1_l1_006|evlach|Document containing a server-side image map with redundant text links for each active region. There are three active regions, covered by the words "Home", "News" and "Services".|pass|accepted QA|oneExpert|0|
sc2.1.1_l1_007|evlach|Document containing a server-side image map having redundant text links with no accesskey|fail|accepted QA|automatic|0|
sc2.1.1_l1_008|evlach|Document containing a server-side image map having redundant text links with accesskey attributes.|fail|accepted QA|automatic|0|
sc2.1.1_l1_009|evlach|Document containing an input element which is automatically filled with default value when clicking in it. The same does not happen in case of a keyboard tab.|fail|accepted QA|oneExpert|0|
sc2.1.1_l1_010|evlach|Document containing an input element which is automatically filled with default value when clicking in it. The same happens when accessing it by tabbing with keyboard.|pass|accepted QA|oneExpert|0|
sc2.1.2_l3_001|evlach|Document containing a product list using blink element to draw attention to sale prices.|fail|draft|enduser|4|
sc2.1.2_l3_002|evlach|Document containing a span of text that uses Javascript for blinking to draw attention to sale prices. There is no keyboard-accessible or other mechanism that allows the user to stop the blinking.|fail|accepted for end user evaluation|oneExpert|4|
sc2.1.2_l3_003|evlach|Document containing a product list using Javascript for blinking to draw attention to sale prices. (The blinking stops after less than three seconds.)|pass|rejected QA|oneExpert|0|
sc2.2.1_l1_001|Christophe.Strobbe|A document that refreshes every 5 seconds to display a new "random" quote. The page refreshes automatically, without giving the user the opportunity to deactivate or modify the timeout.|fail|accepted for end user evaluation|enduser|9|
sc2.2.1_l1_002|Christophe.Strobbe|A document that displays some content and a quote, with a link to update the page to display a new "random" quote.|pass|accepted QA|oneExpert|0|
sc2.2.1_l1_003|Christophe.Strobbe|A document that refreshes every 5 seconds to display a new "random" quote. The page refreshes automatically, but gives the user the opportunity to toggle the refresh on or off. In addition, there is also a link to get a refresh without acitvating or deactivating the automatic refresh.|pass|accepted by first validators|oneExpert|7|
sc2.2.1_l1_004|Christophe.Strobbe|A document with a meta element that causes an automatic redirect to another page after 4 seconds, without giving the user the opportunity to deactivate or modify the redirect / timeout.|fail|accepted QA|oneExpert|0|
sc2.2.2_l2_001|Christophe.Strobbe|A document with a search form that has a text input field and a submit button. When the user enters a search string of less than three characters, the web page displays a warning that blinks for three seconds.|pass|accepted for end user evaluation|oneExpert|1|
sc2.2.2_l2_002|Christophe.Strobbe|A document with a search form that has a text input field and a submit button. When the user enters a search string of less than three characters, the web page displays a warning that blinks for more than three seconds.|fail|accepted QA|oneExpert|0|
sc2.2.2_l2_003|Christophe.Strobbe|A document with "normal" content and a paragraph with blinking content. The blinking effect is created with the CSS rule text-decoration: blink. This property is not supported by all browsers (for example Internet Explorer 6) and cannot be turned off in some other browsers (including Mozilla 1.7.3 and Firefox 1.0).|cannotTell|accepted QA|oneExpert|0|
sc2.2.2_l2_004|Christophe.Strobbe|A document with "normal" content and a paragraph with important information that does not blink.|pass|accepted QA|oneExpert|0|
sc2.2.3_l2_001|Christophe.Strobbe|A document with content that is too long to fit on most current computer displays. The document starts scrolling down when the user presses a key or moves or clicks with the mouse anywhere in the document. There is no mechanism to stop the scrolling once it has started; other user actions, such as pressing the "Home" key, only take effect after the scrolling has ended. However, the scroll effect does not come back until the page has been refreshed. (If the entire content fitted into the browser window, no scrolling would be visible; hence the length of the document.)|fail|accepted QA|oneExpert|0|
sc2.2.3_l2_002|Christophe.Strobbe|A document with content that is too long to fit on most current computer displays. The document starts scrolling down when the user activates the "start scrolling" button at the top of the document. There is no mechanism to stop the scrolling once it has started; other user actions, such as pressing the "Home" key, only take effect after the scrolling has ended. However, the scroll effect does not come back until the page has been refreshed. (If the entire content fitted into the browser window, no scrolling would be visible; hence the length of the document.)|fail|accepted QA|oneExpert|0|
sc2.2.5_l3_001|Christophe.Strobbe|A document with a meta element that causes an automatic redirect to another page after 4 seconds, without giving the user the opportunity to deactivate or modify the redirect / timeout.|fail|accepted QA|oneExpert|0|
sc2.3.1_l1_001|daniela.ortner|Document containing a single image with static content.|pass|accepted QA|oneExpert|0|
sc2.3.1_l1_002|daniela.ortner|Document containing a single image with flashing content violating the general flash threshold.|fail|accepted QA|oneExpert|0|
sc2.3.1_l1_003|daniela.ortner|Document containing a single image with a small area of flashing content. It does not violate the general flash threshold and the red flash threshold, because the area is too small.|pass|accepted QA|oneExpert|0|
sc2.3.1_l1_004|daniela.ortner|Document containing a single image with static content.|pass|accepted QA|oneExpert|0|
sc2.3.1_l1_005|daniela.ortner|Document containing a single image with flashing content violating the red flash threshold.|fail|accepted QA|oneExpert|0|
sc2.3.1_l1_006|daniela.ortner|Document containing an applet with flashing content.|fail|pending bugfix|oneExpert|0|
sc2.3.1_l1_007|daniela.ortner|Document containing an applet with flashing content. Nevertheless, the applet does not violate the general flash threshold and the red flash threshold because the flashing is slow enough and the flashing area is small enough.|pass|pending bugfix|oneExpert|0|
sc2.3.1_l1_008|daniela.ortner|Document containing a flashing background-image that has been included by using the CSS property background-image.|fail|accepted QA|oneExpert|0|
sc2.3.1_l1_009|daniela.ortner|Document containing a flashing background-image that has been included by using the CSS property background.|fail|accepted QA|oneExpert|0|
sc2.3.2_l3_001|evlach|A document containing an applet that flashes more than three times in any 1-second period.|fail|pending bugfix|oneExpert|0|
sc2.3.2_l3_002|evlach|A document containing an applet that flashes less than three times in any 1-second period.|pass|accepted by first validators|enduser|1|
sc2.4.1_l1_001|Christophe.Strobbe|A set of web pages - the web site of the fictitious newspaper The Narnia Times - that has a top navigation section at the top of each page. At the top of each page is an invisible skiplink to the main content. This skiplink is implemented with a single-pixel image with an alt attribute saying: "Skip to main content". Note that this skiplink points to an anchor (a element with name and id attributes) inside a div element with a width defined in a CSS stylesheet. Setting this width is important to make the skiplink work in Internet Explorer 6, as described by Jim Thatcher in the article "Skip Navigation" (http://www.jimthatcher.com/skipnav.htm).|pass|accepted for end user evaluation|enduser|3|
sc2.4.1_l1_002|Christophe.Strobbe|A set of web pages - the web site of the fictitious newspaper The Narnia Times - that has a top navigation section at the top of each page. At the top of each page is an visible skiplink to the main content. Note that this skiplink points to an anchor (a element with name and id attributes) inside a div element with a width defined in a CSS stylesheet. Setting this width is important to make the skiplink work in Internet Explorer 6, as described by Jim Thatcher in the article "Skip Navigation" (http://www.jimthatcher.com/skipnav.htm).|pass|accepted for end user evaluation|oneExpert|3|
sc2.4.1_l1_003|Christophe.Strobbe|A set of web pages - the web site of the fictitious newspaper The Narnia Times - that has a top navigation section at the top of each page. At the top of each page is a skiplink to the main content; the skiplink is invisible until it receives focus (when a user tabs through the links and lands on the skiplink) or the mouse pointer hovers over it. Note that this skiplink points to an anchor (a element with name and id attributes) inside a div element with a width defined in a CSS stylesheet. Setting this width is important to make the skiplink work in Internet Explorer 6, as described by Jim Thatcher in the article "Skip Navigation" (http://www.jimthatcher.com/skipnav.htm).|pass|accepted for end user evaluation|enduser|3|
sc2.4.1_l1_004|Christophe.Strobbe|A set of web pages - the web site of the fictitious newspaper The Narnia Times - that has a top navigation section at the top of each page. None of these pages has a link at the top to skip the navigation and go directly to the main content area.|fail|accepted QA|oneExpert|0|
sc2.4.1_l1_005|Christophe.Strobbe|A set of web pages - the web site of the fictitious newspaper The Narnia Times - that has a top navigation section at the top of each page. Each major section of each page - Site Navigation, Today's Picks (on the home page), articles in main content area - have a heading element, so users can navigate from section to section by means of the headings, and thus also skip the top navigation. However, the heading for the top navigation is hidden (moved to the left of the visible areas by means of a negative margin in CSS).|fail|accepted QA|oneExpert|0|
sc2.4.2_l2_001|Christophe.Strobbe|A set of web pages - the web site of the fictitious online tea seller Tea Heaven - that has a top navigation section at the top of each page. The top navigation section on each page contains a link to the sitemap, and the sitemap contains links to each page in the website. Each page contains links to related pages in the site.|pass|accepted QA|oneExpert|0|
sc2.4.2_l2_002|Christophe.Strobbe|A set of web pages - the web site of the fictitious online tea seller Tea Heaven - that has a top navigation section at the top of each page. The top navigation section on each page does not contain a link to a sitemap or other additional mechanism that helps users locate content in the site. Each page contains links to related pages in the site.|fail|accepted QA|oneExpert|0|
sc2.4.3_l2_001|Christophe.Strobbe|A document with an excerpt of Shakespeare's play Henry V with the corresponding part of Schlegel's translation of the play. The document has a descriptive title element and a descriptive h1 element.|pass|accepted QA|oneExpert|0|
sc2.4.3_l2_003|Christophe.Strobbe|A document with an excerpt of Shakespeare's play Henry V with the corresponding part of Schlegel's translation of the play. The title element is not descriptive because it contains only the file name, and there is no h1 element.|fail|accepted QA|oneExpert|0|
sc2.4.3_l2_004|Christophe.Strobbe|A document with an excerpt of Shakespeare's play Henry V with the corresponding part of Schlegel's translation of the play. The title element is not descriptive because it is empty, and there is no h1 element.|fail|accepted QA|oneExpert|0|
sc2.4.5_l3_001|Christophe.Strobbe|A document with an excerpt of Shakespeare's play Henry V with the corresponding part of Schlegel's translation of the play. The title element is not descriptive ("BenToWeb Test File") and there is no h1 element.|fail|accepted QA|oneExpert|0|
sc2.4.5_l3_004|Christophe.Strobbe|A document with a frameset; the frameset has a navigation frame at the left and a content frame at the right. Activating a link in the navigation frame causes the corresponding document to be loaded in the content frame. The title attributes on the frame elements are "Navigation" and "Content", respectively.|pass|accepted QA|oneExpert|0|
sc2.4.5_l3_005|Christophe.Strobbe|A document with a frameset; the frameset has a navigation frame at the left and a content frame at the right. Activating a link in the navigation frame causes the corresponding document to be loaded in the content frame. The title attributes on the frame elements are "Nav" and "Cont", respectively.|fail|accepted QA|oneExpert|0|
sc2.4.5_l3_006|Christophe.Strobbe|A document with a frameset; the frameset has a navigation frame at the left and a content frame at the right. Activating a link in the navigation frame causes the corresponding document to be loaded in the content frame. The title attributes on the frame elements are "Content" and "Navigation", respectively (instead of "Navigation" and "Content").|fail|accepted QA|oneExpert|0|
sc2.4.5_l3_007|Christophe.Strobbe|A document with a frameset; the frameset has a navigation frame at the left and a content frame at the right. Activating a link in the navigation frame causes the corresponding document to be loaded in the content frame. The title attributes on the frame elements are empty.|fail|accepted QA|oneExpert|0|
sc2.4.5_l3_008|Christophe.Strobbe|A document in English with section titles that are descriptive: "Abstract", "Introduction", "Themes of Accessible Design", etcetera. All titles use heading markup that convey the document structure.|pass|accepted QA|oneExpert|0|
sc2.4.5_l3_009|Christophe.Strobbe|A document in English with section titles that are funny but not descriptive. All titles use heading markup that convey the document structure, but they read "Short and Sweet" (instead of "Abstract"), "Preliminary Throat Clearing" (instead of "Introduction"), "And Now for Something Completely Different" (instead of "Themes of Accessible Design"), etcetera. The titles do not help users to orient themselves.|fail|accepted QA|oneExpert|0|
sc2.4.5_l3_010|Christophe.Strobbe|A document in English with section titles that only contain numbers. (All titles use heading markup that convey the document structure, but the numbers are not descriptive of the sections.)|fail|accepted QA|oneExpert|0|
sc2.4.5_l3_011|Christophe.Strobbe|A document with a frameset; the frameset has a navigation frame at the left and a content frame at the right. Activating a link in the navigation frame causes the corresponding document to be loaded in the content frame. The frame elements don't have title attributes (but they have descriptive name attributes).|fail|accepted QA|oneExpert|0|
sc2.4.8_l3_001|evlach|A document with a link text that does not describe the purpose of the link.|fail|accepted QA|oneExpert|0|
sc2.4.8_l3_002|evlach|A document with a link text that describes the purpose of the link.|pass|accepted QA|oneExpert|0|
sc2.4.8_l3_003|evlach|A document with a link containing an image. The alternative text of the image describes the purpose of the link.|pass|accepted QA|oneExpert|0|
sc2.4.8_l3_004|evlach|A document with a client-side image map that contains three areas ("Home", "News", "Services"). The areas do not contain text alternatives, so there is no text that describes their purpose.|fail|accepted QA|oneExpert|0|
sc2.4.8_l3_005|evlach|A document with an image map with the words "Home", "News" and "Services". The image map areas have alt attributes that say "Home", "News" and "Services", respectively, so the purpose of the links is available.|pass|accepted QA|oneExpert|0|
sc2.4.8_l3_006|evlach|A document with a link that opens a new window. A title attribute warns the user about the new window.|pass|accepted QA|oneExpert|0|
sc2.4.8_l3_007|evlach|A document with a list of books that are available in different formats. The link text only contains the name of the format, but hidden text inside the link text also mentions the title. A CSS rule is used to hide the title inside the link text.|pass|accepted QA|oneExpert|0|
sc2.5.1_l1_001|Daniela.Ortner|Document containing three mandatory text input fields. The first two fields (first name, last name) are already filled and set to read-only. The user is asked to fill the third field (customer code). If the user submits and no text is entered, no error is identified and presented.|fail|accepted QA|oneExpert|0|
sc2.5.1_l1_002|Daniela.Ortner|Document containing three mandatory text input fields. The first two fields (first name, last name) are already filled and set to read-only. The user is asked to fill the third field (customer code). If the user submits and no text is entered, the error is identified and presented to the user in text (server side detection).|pass|accepted for end user evaluation|oneExpert|12|
sc2.5.1_l1_003|Daniela.Ortner|Document containing two mandatory text input fields (first name, last name) that are already filled and set to read-only. In addition, it contains two radio input fields with mandatory selection (gender). If the user submits and nothing is selected, no error is identified and presented.|fail|accepted QA|oneExpert|0|
sc2.5.1_l1_004|Daniela.Ortner|Document containing two mandatory text input fields (first name, last name) that are already filled and set to read-only. In addition, it contains two radio input fields with mandatory selection (gender). If the user submits and nothing is selected, the error is identified and presented to the user in text (server side detection).|pass|accepted QA|oneExpert|0|
sc2.5.1_l1_005|Daniela.Ortner|Document containing two mandatory text input fields (first name, last name) that are already filled and set to read-only. In addition, it contains three checkbox input fields with mandatory selection. If the user submits and no checkbox is selected, no error is identified and presented to the user in text.|pass|accepted QA|oneExpert|0|
sc2.5.1_l1_006|Daniela.Ortner|Document containing two mandatory text input fields (first name, last name) that are already filled and set to read-only. In addition, it contains three checkbox input fields with mandatory selection. If the user submits and no checkbox is selected, the error is identified and presented to the user in text (server side detection).|pass|accepted QA|oneExpert|0|
sc2.5.1_l1_007|Daniela.Ortner|Document containing two mandatory text input fields (first name, last name) that are already filled and set to read-only. In addition, it contains one list box with mandatory selection. If the user submits and nothing is selected, no error is identified and presented to the user in text.|fail|accepted QA|oneExpert|0|
sc2.5.1_l1_008|Daniela.Ortner|Document containing two mandatory text input fields (first name, last name) that are already filled and set to read-only. In addition, it contains one list box with mandatory selection. If the user submits and nothing is selected, the error is identified and presented to the user in text (server side detection).|pass|accepted QA|oneExpert|0|
sc2.5.1_l1_009|Daniela.Ortner|Document containing two password fields ('password' and 'confirm password'). If the user submits and nothing is entered or the entered passwords do not match, no error is identified and presented to the user in text.|fail|accepted QA|oneExpert|0|
sc2.5.1_l1_010|Daniela.Ortner|Document containing two password fields ('password' and 'confirm password'). If the user submits and nothing is entered or the entered passwords do not match, the error is identified and presented to the user in text (server side detection).|fail|accepted QA|oneExpert|0|
sc2.5.1_l1_011|Daniela.Ortner|Document containing two mandatroy text input fileds (first name, last name) that are already filled and set to read-only. In addition, it contains one textarea field with mandatory input. If the user submits and no text is entered, the error is not identified and described to the user in text.|fail|accepted QA|oneExpert|0|
sc2.5.1_l1_012|Daniela.Ortner|Document containing two mandatory text input fields (first name, last name) that are already filled and set to read-only. In addition, it contains one textarea field with mandatory input. If the user submits and no text is entered, the error is identified and described to the user in text (server side detection).|pass|accepted QA|oneExpert|0|
sc2.5.1_l1_013|Daniela.Ortner|Document containing three mandatory text input fields (first name, last name, student id) that are already filled and set to read-only. In addition, it contains one file input field with mandatory input. If the user submits and no file is selected, the error is not identified and described to the user in text.|fail|accepted QA|oneExpert|0|
