Test Case ID|Scenario ID|Scenario name|has userGuidance|Is translated|blindness|colour vision deficiency|low vision|deafness|hard of hearing|dyslexia|dyscalculus|intellectual disability|dexterity impairment|motor impairment|no disability|learning disability|functional illiteracy|ADHD|aphasia|deaf-blindness|speech impairment
sc2.5.1_l1_016|s08|S8_apha_dysc_dysl_fill_idis_ldis(talkbr)1|Yes|Yes|0|0|0|0|0|1|1|1|0|0|0|1|1|0|1|0|0
sc2.5.1_l1_017|s01|S1_blin_lowv(scr)1|Yes|Yes|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0
sc2.5.1_l1_017|s02|S2_blin(scr_braille)1|Yes|Yes|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
sc2.5.1_l1_017|s03|S3_lowv(scr_magni)1|Yes|Yes|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0
sc2.5.1_l1_017|s04|S4_lowv(magni)1|Yes|Yes|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0
sc2.5.1_l1_017|s05|S5_dex_mot(altinp)1|Yes|Yes|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0
sc2.5.1_l1_017|s06|S6_dex_mot1|Yes|Yes|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0
sc2.5.1_l1_017|s07|S7_apha_adhd_cvd_deaf_dysc_dysl_fill_hhea_idis_ldis_none1|Yes|Yes|0|1|0|1|1|1|1|1|0|0|1|1|1|1|1|0|0
sc2.5.1_l1_017|s08|S8_apha_dysc_dysl_fill_idis_ldis(talkbr)1|Yes|Yes|0|0|0|0|0|1|1|1|0|0|0|1|1|0|1|0|0
sc2.5.1_l1_025|s01|S1_blin_lowv(scr)1|Yes|Yes|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0
sc2.5.1_l1_025|s02|S2_blin(scr_braille)1|Yes|Yes|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
sc2.5.1_l1_025|s03|S3_lowv(scr_magni)1|Yes|Yes|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0
sc2.5.1_l1_025|s04|S4_lowv(magni)1|Yes|Yes|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0
sc2.5.1_l1_025|s05|S5_dex_mot(altinp)1|Yes|Yes|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0
sc2.5.1_l1_025|s06|S6_dex_mot1|Yes|Yes|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0
sc2.5.1_l1_025|s07|S7_apha_adhd_cvd_deaf_dysc_dysl_fill_hhea_idis_ldis_none1|Yes|Yes|0|1|0|1|1|1|1|1|0|0|1|1|1|1|1|0|0
sc2.5.1_l1_025|s08|S8_apha_dysc_dysl_fill_idis_ldis(talkbr)1|Yes|Yes|0|0|0|0|0|1|1|1|0|0|0|1|1|0|1|0|0
sc2.5.1_l1_038|s01|S1_blin_lowv(scr)1|Yes|Yes|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0
sc2.5.1_l1_038|s02|S2_blin(scr_braille)1|Yes|Yes|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
sc2.5.1_l1_038|s03|S3_lowv(scr_magni)1|Yes|Yes|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0
sc2.5.1_l1_038|s04|S4_lowv(magni)1|Yes|Yes|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0
sc2.5.1_l1_038|s05|S5_dex_mot(altinp)1|Yes|Yes|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0
sc2.5.1_l1_038|s06|S6_dex_mot1|Yes|Yes|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0
sc2.5.1_l1_038|s07|S7_apha_adhd_cvd_deaf_dysc_dysl_fill_hhea_idis_ldis_none1|Yes|Yes|0|1|0|1|1|1|1|1|0|0|1|1|1|1|1|0|0
sc2.5.1_l1_038|s08|S8_apha_dysc_dysl_fill_idis_ldis(talkbr)1|Yes|Yes|0|0|0|0|0|1|1|1|0|0|0|1|1|0|1|0|0
sc2.5.4_l3_015|s01|S1_blin_lowv_(scr)1|Yes|Yes|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0
sc2.5.4_l3_015|s02|S2_blin(scr_braille)1|Yes|Yes|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
sc2.5.4_l3_015|s03|S3_lowv(scr_magni)1|Yes|Yes|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0
sc2.5.4_l3_015|s04|S4_lowv(magni)1|Yes|Yes|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0
sc2.5.4_l3_015|s05|S5_dex_mot(altinp)1|Yes|Yes|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0
sc2.5.4_l3_015|s06|S6_dex_mot1|Yes|Yes|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0
sc2.5.4_l3_015|s07|S7_apha_adhd_cvd_deaf_dysc_dysl_fill_hhea_idis_ldis_none1|Yes|Yes|0|1|0|1|1|1|1|1|0|0|1|1|1|1|1|0|0
sc2.5.4_l3_015|s08|S8_apha_dysc_dysl_fill_idis_ldis(talkbr)1|Yes|Yes|0|0|0|0|0|1|1|1|0|0|0|1|1|0|1|0|0
sc2.5.4_l3_017|s01|S1_blin_lowv_(scr)1|Yes|Yes|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0
sc2.5.4_l3_017|s02|S2_blin_(scr_braille)1|Yes|Yes|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
sc2.5.4_l3_017|s03|S3_lowv(scr_magni)1|Yes|Yes|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0
sc2.5.4_l3_017|s04|S4_lowv(magni)1|Yes|Yes|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0
sc2.5.4_l3_017|s05|S5_dex_mot(altinp)1|Yes|Yes|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0
sc2.5.4_l3_017|s06|S6_dex_mot1|Yes|Yes|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0
sc2.5.4_l3_017|s07|S7_apha_adhd_cvd_deaf_dysc_dysl_fill_hhea_idis_ldis_none1|Yes|Yes|0|1|0|1|1|1|1|1|0|0|1|1|1|1|1|0|0
sc2.5.4_l3_017|s08|S_apha_dysc_dysl_fill__idis_ldis(talkbr)1|Yes|Yes|0|0|0|0|0|1|1|1|0|0|0|1|1|0|1|0|0
sc2.5.4_l3_018|s01|sc01_blin_lowv(scr)1|Yes|Yes|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0
sc2.5.4_l3_018|s02|s02_blin(Braille)1|Yes|Yes|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
sc2.5.4_l3_018|s03|s03_lowv(magni)1|Yes|Yes|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0
sc2.5.4_l3_018|s04|s04_lowv(scr_magni)1|Yes|Yes|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0
sc2.5.4_l3_018|s05|s05_apha_cvd_adhd_deaf_dysc_dysl_fill_hhea_idis_ldis_none1|Yes|Yes|0|1|0|1|1|1|1|1|0|0|1|1|1|1|1|0|0
sc2.5.4_l3_018|s06|s06_apha_dysc_dysl_fill_idis_ldis(talkbr)1|Yes|Yes|0|0|0|0|0|1|1|1|0|0|0|1|1|0|1|0|0
sc2.5.4_l3_018|s07|s07_dex_mot(altinp)1|Yes|Yes|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0
sc2.5.4_l3_018|s08|s08_dex_mot1|Yes|Yes|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0
sc3.1.1_l1_003|s01|sc01 blind lowv (screenreader)1|Yes|Yes|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0
sc3.1.1_l1_003|s02|sc02 lowv (screen reader with magnification)1|Yes|Yes|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0
sc3.1.1_l1_003|s03|sc03 AHDH apha dysc dysl fill idis Ldis (talking browser)1|Yes|Yes|0|0|1|0|0|1|1|1|1|1|1|1|1|1|1|0|0
sc3.1.1_l1_005|s01|sc01 blind lowv (scren reader)1|Yes|Yes|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0
sc3.1.1_l1_005|s02|sc02 lowv (screen redaer with magnification)1|Yes|Yes|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0
sc3.1.1_l1_005|s03|sc03 ADHD ...to no diss (Talking browser)1|Yes|Yes|0|0|1|0|0|1|1|1|1|1|1|1|1|1|1|0|0
sc3.1.1_l1_006|s01|sc01 blin lowv (screen reader)1|Yes|Yes|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0
sc3.1.1_l1_006|s02|sc02 lowv (screen reader with magnification)1|Yes|Yes|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0
sc3.1.1_l1_006|s03|sc03 ADHA apha dysc dysl fill idisLdis (talking browser)1|Yes|Yes|0|0|1|0|0|1|1|1|1|1|1|1|1|1|1|0|0
sc3.1.1_l1_007|s01|sc01 lowv blin (screen reader)1|Yes|Yes|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0
sc3.1.1_l1_007|s02|sc02 lowv (screen reader with magnification)1|Yes|Yes|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0
sc3.1.1_l1_007|s03|sc03 ADHD... to no dis (talking browser)1|Yes|Yes|0|0|1|0|0|1|1|1|1|1|1|1|1|1|1|0|0
sc3.1.5_l3_001|s01|Scenario s011|No|Yes|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
sc3.1.5_l3_003|s01|Scenario s011|No|Yes|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
sc4.1.1_l1_005|s01|Scenario s01 blind speech1|No|Yes|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0
sc4.1.1_l1_005|s02|Scenario s02 blind braille1|No|Yes|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
sc4.1.1_l1_005|s03|Scenario s03 lowvis mag1|No|Yes|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0
sc4.1.1_l1_006|s01|Scenario s011|No|Yes|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0
sc4.1.1_l1_007|s01|Scenario s011|No|Yes|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0
sc4.1.1_l1_008|s01|Scenario s011|No|Yes|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0
sc4.1.1_l1_009|s01|Scenario s011|No|Yes|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0
sc4.1.1_l1_010|s01|Scenario s011|No|Yes|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0
sc4.1.1_l1_011|s01|Scenario s011|No|Yes|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0
sc4.1.1_l1_012|s01|Scenario s011|No|Yes|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0
sc4.1.1_l1_013|s01|Scenario s011|No|Yes|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0
